9 - 12,UPL 2022 Fall Playoffs,CNV
3,UPL 2022 Fall,⁠
17 - 26,PGCQ 2022 Summer 2 OQ,H4T
17 - 26,PGCQ 2022 Summer 1 OQ,H4T
17 - 20,LCS Proving Grounds 2022 Spring,WC
17 - 26,PGCQ 2022 Spring 2 OQ,WC
9 - 12,PGCQ 2022 Spring 1,DARE
2 - 6,PGCQ 2022 Spring 1 OQ,DARE
4,UPL 2021 Fall,⁠
3,UPL 2021 Summer Playoffs,SVC
1,UPL 2021 Summer,⁠
NQ,Challengers Uprising Season 3 Qualifier #2,SV
NQ,Challengers Uprising Season 3 Qualifier #1,SV
5 - 8,UPL 2021 Spring Playoffs,SV
2,UPL 2021 Spring,⁠
