1,LCS 2023 Spring Playoffs,C9
1,LCS 2023 Spring,C9
1,NACL 2023 Spring,C9C
2,NLC 2022 Summer,JDXL
5,NLC 2022 Spring Playoffs,JDXL
3,NLC 2022 Spring,JDXL
3 - 4,TCL 2021 Summer Playoffs,GAL
3,TCL 2021 Summer,GAL
9 - 16,LCK AS 2021 April,SACE
1,OPL 2020 Split 1,LGC
