Name,Year,Season,BMI
draptix,2022,spring,14.659459
draxyr,2023,spring,12.602329
drchaos,2021,summer,22.542807
dread (lee jin-hyeok),2018,spring,21.363514000000002
dread (lee jin-hyeok),2019,spring,25.678432
dread (lee jin-hyeok),2019,summer,23.012972
dread (lee jin-hyeok),2020,spring,24.287943
dread (lee jin-hyeok),2020,summer,20.971120000000003
dread (lee jin-hyeok),2021,spring,21.366549
dread (lee jin-hyeok),2021,summer,25.743605
dread (lee jin-hyeok),2022,spring,23.341728
dread (lee jin-hyeok),2022,summer,22.767138
dream (tan wen-xiang),2020,summer,23.381266
dream (tan wen-xiang),2021,spring,19.47811
dream (tan wen-xiang),2022,spring,18.282232
dream (tan wen-xiang),2022,summer,18.390543
dream (tan wen-xiang),2023,spring,19.870079
dreampull,2017,summer,19.36011
dreampull,2019,summer,26.00161
dreams (han min-kook),2017,spring,17.195326
dreams (han min-kook),2017,summer,17.866305999999998
dreams (han min-kook),2018,summer,16.532826999999997
dreams (han min-kook),2019,spring,18.620686
dreams (han min-kook),2019,summer,18.846135999999998
dreams (han min-kook),2020,spring,15.017204999999999
dreams (han min-kook),2021,spring,22.590457999999998
dreams (han min-kook),2021,summer,22.075489
dreamsu,2019,spring,19.023132
dreamsu,2019,summer,14.080568
dreamsu,2020,summer,15.711110999999999
dreary,2018,spring,20.136805
dreedy,2021,spring,16.511963
dreedy,2021,summer,21.487095
dreedy,2022,spring,20.716312
dreedy,2022,summer,21.434576
dreedy,2023,spring,22.767294
drftr,2022,spring,20.102757999999998
drinker,2021,spring,24.741846
drobovik123,2018,spring,20.851776
drsaw,2021,spring,21.549498
druxy,2022,spring,21.851873
dshao,2016,spring,19.844751000000002
dshao,2016,summer,20.023216
dshao,2017,spring,24.129236
dshao,2018,spring,22.228544
dshao,2018,summer,22.359753
dshao,2019,spring,19.244492
dt99,2021,summer,21.537302
duall,2019,spring,21.911325
duall,2019,summer,18.653876999999998
duall,2020,spring,18.645960000000002
duall,2020,summer,20.247896
duall,2021,spring,23.264784
duall,2021,summer,22.117563
duall,2022,summer,24.503355
duall,2023,spring,17.29159
duan,2016,spring,23.504948000000002
duan,2017,spring,22.051464000000003
duan,2017,summer,17.764020000000002
duan,2018,spring,20.09918
duan,2018,summer,20.778297
duan,2019,spring,21.613459
duan,2019,summer,20.5262
duan,2020,spring,19.497920999999998
duan,2020,summer,20.879084
duan,2022,summer,16.487347
duck (adam rokos),2021,summer,21.139988
dudeoji,2021,spring,19.839482999999998
dudu (eduardo garcía),2020,summer,15.414094
dudu (eduardo garcía),2022,spring,17.307485999999997
dudu (lee dong-ju),2020,summer,22.707629999999998
dudu (lee dong-ju),2021,spring,21.07675
dudu (lee dong-ju),2021,summer,20.17247
dudu (lee dong-ju),2022,spring,21.957401
dudu (lee dong-ju),2022,summer,22.025759
duffman,2021,summer,21.876345
duimelot,2022,summer,31.777452
duimelot,2023,spring,27.186783000000002
duji,2015,summer,26.256829999999997
duke (hadrien forestier),2019,summer,29.768957
duke (hadrien forestier),2021,spring,26.924364
duke (lee ho-seong),2015,summer,18.845654
duke (lee ho-seong),2016,spring,18.7282
duke (lee ho-seong),2016,summer,17.450853
duke (lee ho-seong),2017,spring,22.274538
duke (lee ho-seong),2017,summer,19.561127
duke (lee ho-seong),2018,spring,18.915874
duke (lee ho-seong),2018,summer,22.564536999999998
duke (lee ho-seong),2019,spring,21.378632
duke (lee ho-seong),2023,spring,25.671898000000002
dummy,2020,summer,16.553798999999998
dummy,2021,summer,19.297684
dusk,2018,spring,23.20506
dusk,2018,summer,23.282936
dusk,2019,summer,25.171732000000002
dustwind,2019,spring,21.852242
dustwind,2020,summer,22.790032999999998
duye,2018,summer,19.17041
duye,2019,spring,28.498891999999998
duye,2019,summer,22.060152
duye,2020,spring,22.897274
duye,2020,summer,26.235841999999998
duye,2021,spring,21.069385999999998
dylan falco,2019,summer,19.167965
dylan falco,2021,spring,25.442451000000002
dylan falco,2021,summer,22.305378
dylan falco,2023,spring,27.865053000000003
dyrus,2013,summer,19.341572
dyrus,2014,spring,17.893946
dyrus,2015,spring,16.010344
dyrus,2015,summer,16.617523000000002
dzejno,2023,spring,21.108194
dzs,2019,spring,19.042804999999998
e hi,2018,spring,19.941246
ea7,2023,spring,23.688715
eastgoblin,2023,spring,17.797848000000002
easyhoon,2016,spring,16.432983
easyhoon,2017,spring,18.251225
easyhoon,2017,summer,14.97289
easyhoon,2018,spring,16.073166
easyhoon,2018,summer,17.518646
easyhoon,2022,summer,16.09551
echo,2018,spring,18.133298999999997
echo,2018,summer,19.990955
echo,2019,spring,19.608759
echo,2020,spring,23.286448
echo,2020,summer,27.185328000000002
echo,2021,spring,18.380896
echo,2021,summer,22.321115
eckas,2021,spring,20.86855
eckas,2023,spring,20.06372
eclipse (yujie wu),2022,spring,22.850085999999997
ecstassy,2022,summer,19.801226
edbyk,2021,summer,22.339693
edbyk,2022,summer,19.454529
edgar,2021,spring,25.21905
edge,2015,summer,19.321356
edge,2016,spring,21.008926000000002
edge,2017,spring,18.788904000000002
edge,2017,summer,20.656967
edge,2018,spring,18.867035
edge,2018,summer,19.219458
edge,2019,spring,20.931475
edge,2019,summer,16.384817
edge,2020,summer,20.770304
edward,2013,summer,17.911074
edward,2015,spring,16.28578
edward,2015,summer,17.521057
edward,2016,spring,18.003256
edward,2018,spring,18.095118
edward,2018,summer,21.160332
edward,2019,summer,18.976347
edward,2020,spring,17.194105
eeyoree,2020,summer,20.926004000000002
effort,2018,spring,18.10821
effort,2018,summer,17.43626
effort,2019,spring,21.988020000000002
effort,2019,summer,18.497808
effort,2020,spring,16.037014000000003
effort,2020,summer,15.310051000000001
effort,2021,spring,18.823793
effort,2021,summer,15.086723000000001
effort,2022,spring,21.728672
effort,2022,summer,20.33148
efias,2021,spring,25.343000000000004
efias,2021,summer,23.949865
efias,2022,spring,19.401335
efias,2022,summer,28.205362
efias,2023,spring,18.326323000000002
egv999,2022,spring,17.101301
eight (lin jie),2021,summer,14.779472
eiir,2022,spring,16.182535
eika,2016,spring,24.263792000000002
eika,2019,spring,16.751376999999998
eika,2019,summer,18.33275
eika,2020,spring,17.88338
eika,2021,spring,18.426462
eika,2022,spring,17.902216
eika,2022,summer,16.527248
eimy,2015,summer,22.446384
eimy,2016,spring,24.243873999999998
eimy,2017,spring,23.245573
eimy,2017,summer,20.544604999999997
eimy,2018,spring,21.530285
eimy,2018,summer,23.025928
eimy,2019,spring,19.980139
eimy,2019,summer,22.164984
eimy,2021,spring,16.165146
eisley,2019,summer,19.979084
eisley,2020,summer,24.83556
eisley,2021,summer,26.407621000000002
eisley,2022,spring,25.278688
eisley,2023,spring,25.071768
ejsner,2023,spring,20.846022
el (jeon seong-hyeon),2022,summer,21.405201
electrising,2021,spring,23.073923
electrising,2021,summer,15.304844000000001
eliwood,2019,spring,18.629374
eliwood,2020,spring,16.80394
eliwood,2021,spring,18.271904
eliwood,2021,summer,18.947073
elk,2018,summer,19.338345999999998
elk,2019,spring,20.526611
elk,2019,summer,15.616886
elk,2020,spring,22.052628
elk,2020,summer,21.857538
elk,2021,spring,19.438972
elk,2021,summer,23.107310000000002
elk,2022,spring,22.060589
elk,2023,spring,18.572502
ella,2016,spring,16.900656
ella,2016,summer,13.345851999999999
ella,2017,spring,18.023252
ellam,2018,summer,16.273026
ellam,2019,spring,17.11743
ellam,2019,summer,16.661896
ellam,2020,spring,14.530220000000002
ellam,2021,spring,20.356476
ellam,2022,summer,17.895636
ellim,2020,spring,25.922183999999998
ellim,2020,summer,26.459114000000003
ellim,2021,spring,20.107204
ellim,2021,summer,20.180262
ellim,2022,summer,25.116081
elmo (tomáš bielik),2022,spring,20.284163
elramir,2018,summer,19.761963
elramir,2019,spring,19.255703
elramir,2019,summer,17.415247
elramir,2020,spring,13.655932
elramir,2021,spring,14.834945000000001
elramir,2021,summer,17.053484
elramir,2022,summer,17.56231
elramir,2023,spring,17.712734
elusion,2021,summer,17.253065
elusion,2022,spring,19.475012
elyoya,2020,spring,18.858826
elyoya,2021,spring,19.831170999999998
elyoya,2021,summer,14.643514999999999
elyoya,2022,spring,15.759645
elyoya,2022,summer,12.691425
elyoya,2023,spring,15.538688
elysia13,2023,spring,22.06754
emenes,2020,spring,21.895254
emenes,2021,summer,25.940966
emenes,2023,spring,24.685429
emi,2019,spring,16.6927
emiw,2023,spring,23.420174
emperor (kim jin-hyun),2015,summer,20.069635
empyros,2021,summer,20.676722
emtest,2017,spring,21.825029999999998
emtest,2019,summer,26.573702
enatron,2020,spring,15.55294
enatron,2021,spring,21.759307999999997
enatron,2022,spring,16.040201
ending,2019,spring,20.405313
endless,2016,spring,24.216331
endless,2017,spring,19.226914999999998
endless,2017,summer,16.929382
endless,2018,spring,20.688906
endless,2018,summer,18.708647
endless,2021,spring,20.649813
engo,2018,spring,19.723276000000002
engo,2018,summer,17.570213
engo,2019,spring,17.549126
engo,2019,summer,21.956429
enjawve,2019,spring,21.579195000000002
enjawve,2019,summer,19.873579
enjawve,2020,spring,22.164023999999998
enjawve,2020,summer,17.588629
enjawve,2021,spring,27.987902000000002
enjawve,2022,spring,20.901379000000002
enjoy (feng jun-kai),2018,summer,17.75856
enjoy (feng jun-kai),2019,spring,19.351831
enjoy (feng jun-kai),2019,summer,19.296598
enjoy (feng jun-kai),2020,spring,22.88012
enoch,2022,spring,18.407574
envy carry,2019,summer,20.393793
envy carry,2020,spring,14.603625
envy carry,2022,summer,15.549368
envyy,2020,summer,19.875273
envyy,2022,spring,21.558258
envyy,2022,summer,19.351614
eonis,2020,summer,16.24073
eqq,2022,summer,20.015017999999998
erdote,2019,spring,24.53669
erdote,2019,summer,21.548443
erdote,2020,spring,21.515352
erdote,2020,summer,18.808554
erdote,2021,spring,16.080702
erdote,2022,summer,22.104779999999998
eren (nguyễn đức anh),2019,spring,17.996832
eren (nguyễn đức anh),2019,summer,15.933760999999999
eric (he qiang),2019,summer,17.611647
eric (he qiang),2020,spring,20.73249
eric (he qiang),2020,summer,21.642294
eric (he qiang),2021,spring,17.661089999999998
eric (he qiang),2021,summer,18.068338
eric (he qiang),2022,spring,17.894876
ermin,2022,spring,20.783827
erolle,2021,summer,15.275160999999999
erry,2018,spring,21.632301000000002
erry,2018,summer,26.303268
erry,2019,spring,25.776367
erry,2019,summer,22.787982999999997
erry,2021,summer,24.993572
escapist,2020,spring,20.346506
escik,2022,spring,19.714987
escik,2023,spring,19.104208
eshen,2016,spring,16.662666
esko,2021,summer,20.633557999999997
esko,2022,summer,22.232409
ethe,2022,spring,14.731319000000001
eunko,2021,spring,19.239883
eunko,2021,summer,23.970608
euti,2022,spring,13.676108
evaan,2022,spring,15.694016
evaan,2023,spring,21.354848999999998
eve,2016,spring,21.226961
even,2018,spring,17.889769
ever (xue ren-kai),2021,summer,22.338419000000002
ever (xue ren-kai),2022,spring,22.064467999999998
ever (xue ren-kai),2023,spring,22.97612
evil (bogdan huber),2020,summer,21.104689999999998
evil (bogdan huber),2021,spring,15.512984
evil (bogdan huber),2021,summer,23.669718
evolved,2020,spring,14.619615
exakick,2020,summer,15.819455
exakick,2021,spring,14.74475
exakick,2022,spring,12.067927000000001
exakick,2022,summer,15.7305975
exakick,2023,spring,15.218562
exboy,2020,spring,22.864641
existence,2018,summer,34.812458
existence,2020,spring,34.399426
existence,2021,spring,35.2181
exorant,2021,spring,20.215101
exorant,2021,summer,21.600222
expect,2016,summer,21.10378
expect,2017,spring,16.239439
expect,2017,summer,21.934772
expect,2019,spring,19.386026
expect,2019,summer,18.798835999999998
expect,2020,spring,16.722744
expession,2016,spring,20.18519
expession,2016,summer,21.695176999999997
expession,2017,spring,18.594067000000003
exyu,2022,spring,19.940294
exyu,2022,summer,18.870762
eyla,2019,spring,13.37991
eyla,2020,spring,17.609272
eyla,2021,spring,14.95181
eyla,2022,spring,15.809736
eyliph,2020,summer,21.044489000000002
eyliph,2021,spring,22.461153
eyliph,2023,spring,27.582171999999996
f (ni rui-feng),2018,spring,13.386435
f (ni rui-feng),2018,summer,21.824896
f1ko,2021,spring,26.75964
f1ko,2022,spring,18.9931
fabbbyyy,2016,spring,17.640581
fabbbyyy,2016,summer,17.026846
fabbbyyy,2017,spring,16.275305
fabbbyyy,2017,summer,15.471306
fabfabulous,2017,spring,24.881653
fabfabulous,2018,summer,21.584713
fabfabulous,2019,spring,18.48489
fabfabulous,2019,summer,21.7849
fabfabulous,2020,spring,20.3677
fabfabulous,2021,spring,17.635857
fabfabulous,2021,summer,22.306486
fabfabulous,2023,spring,17.822052
faded (anastasios koutsouras),2022,spring,22.341513
fage,2017,summer,18.271143
fage,2018,spring,16.498511999999998
fage,2018,summer,20.187609
fahai,2020,summer,19.858202
faith (i̇nanç berber),2023,spring,17.358324
fakegod,2019,spring,16.285206
fakegod,2019,summer,16.789879
fakegod,2020,spring,18.189629999999998
fakegod,2021,spring,15.376134
fakegod,2021,summer,19.447803
fakegod,2022,spring,15.506467
fakegod,2023,spring,13.984789000000001
faker,2015,summer,19.092344
faker,2016,spring,16.253122
faker,2016,summer,18.077991
faker,2017,spring,21.909443
faker,2017,summer,19.740714999999998
faker,2018,spring,23.281328
faker,2018,summer,18.071655
faker,2019,spring,20.374187
faker,2019,summer,17.52749
faker,2020,spring,18.166173999999998
faker,2020,summer,19.482285
faker,2021,spring,21.032507
faker,2021,summer,19.47372
faker,2022,spring,16.984686
faker,2022,summer,18.056353
falco (jesús pérez),2018,spring,27.055046
falco (jesús pérez),2018,summer,30.518296999999997
falco (jesús pérez),2019,spring,24.966866
falco (jesús pérez),2019,summer,31.403439000000002
falco (jesús pérez),2020,spring,36.314907
falco (jesús pérez),2021,summer,31.196222
falco (jesús pérez),2022,spring,32.22011
fallen (viktor kordanovski),2019,spring,23.082592
fallen (viktor kordanovski),2020,spring,16.599968
fallen (viktor kordanovski),2020,summer,20.827562
fallen (viktor kordanovski),2021,spring,26.04917
fallen (viktor kordanovski),2021,summer,19.501382999999997
fallen (viktor kordanovski),2023,spring,17.447691
fallenbandit,2017,spring,16.7001
fallenbandit,2017,summer,13.186387
fallenbandit,2018,spring,13.666487
fallenbandit,2018,summer,15.639545000000002
fallenbandit,2019,spring,14.163739999999999
fallenbandit,2019,summer,13.040189999999999
falleo,2023,spring,22.995752
famingjia,2020,summer,23.772404
famingjia,2021,spring,24.027639999999998
famingjia,2021,summer,25.953035
fan (li si-fan),2018,spring,18.377079000000002
fan (li si-fan),2019,spring,18.011570000000003
fan (li si-fan),2019,summer,16.41154
fan (liu yi-fan),2015,summer,23.379227
fanatiik,2018,summer,23.63995
fanatiik,2020,spring,22.132826
fanatiik,2020,summer,21.371042000000003
fanshu,2018,summer,25.548385999999997
fantasy (liu ze-yu),2021,summer,21.538883
fanxy,2018,spring,17.525843
farfetch,2019,spring,20.484526000000002
farfetch,2019,summer,15.337032
farfetch,2020,spring,15.213918
farfetch,2021,spring,17.023115
farfetch,2021,summer,17.18051
farfetch,2022,summer,16.263422
fas the magi,2019,summer,18.837439
fate (yoo su-hyeok),2018,summer,21.01183
fate (yoo su-hyeok),2019,spring,21.06299
fate (yoo su-hyeok),2019,summer,19.604877
fate (yoo su-hyeok),2020,spring,18.327635
fate (yoo su-hyeok),2020,summer,18.679466
fate (yoo su-hyeok),2021,spring,16.030703
fate (yoo su-hyeok),2021,summer,16.22666
fate (yoo su-hyeok),2022,summer,16.977648000000002
fatfish,2021,spring,18.189589
fatfish,2021,summer,24.410142999999998
fatfish,2022,spring,21.189606
fatihcan,2023,spring,17.007872
fatshield,2020,summer,18.091648
fatshield,2021,summer,21.154408
fbi,2018,spring,20.56554
fbi,2019,spring,24.180515
fbi,2019,summer,18.09272
fbi,2020,spring,21.36063
fbi,2021,spring,21.814524
fbi,2021,summer,23.325438000000002
fbi,2022,spring,21.575415
fbi,2022,summer,19.503529999999998
fbi,2023,spring,16.891417
fdy,2018,spring,22.516344
fdy,2018,summer,22.038898
fdy,2019,spring,28.146872
fdy,2019,summer,24.730001
fdy,2020,summer,24.067757
fearlesss,2019,summer,27.944741999999998
fearlesss,2020,spring,27.390251
fearlesss,2021,summer,20.992207999999998
fearness,2019,summer,20.280783
fearness,2020,spring,19.138820000000003
fearness,2020,summer,23.629711
fearness,2021,spring,22.806476999999997
fearness,2021,summer,22.815918
fearness,2022,spring,27.647537
fearness,2023,spring,18.400558
feather,2021,spring,28.619766
feather,2021,summer,20.326107
feather,2022,spring,24.683867000000003
feather,2023,spring,25.633131
febiven,2015,spring,22.113236999999998
febiven,2015,summer,19.350614999999998
febiven,2016,spring,21.054045000000002
febiven,2016,summer,22.936258
febiven,2017,spring,18.725744
febiven,2017,summer,21.23305
febiven,2018,spring,18.462093
febiven,2018,summer,23.897935999999998
febiven,2019,spring,23.513433
febiven,2019,summer,20.756173999999998
febiven,2020,spring,19.28439
febiven,2020,summer,19.268670999999998
febiven,2023,spring,20.73463
fede,2022,summer,22.882385
fede,2023,spring,23.7048
feeniixz,2019,summer,22.170832
feeniixz,2020,spring,21.342497
feeniixz,2020,summer,24.630573000000002
feeniixz,2021,summer,28.196998999999998
feeniixz,2022,spring,21.379116
feit,2021,summer,18.720932
fendras,2020,summer,23.866096
fendras,2021,spring,20.781435000000002
fendras,2021,summer,22.824997
fendras,2022,spring,25.245123
fendras,2023,spring,24.626364000000002
fenfen,2016,summer,22.795769
fenfen,2017,summer,21.794195000000002
fenfen,2018,spring,20.060817999999998
fenfen,2018,summer,25.834715
fenfen,2019,spring,21.903769
fenfen,2019,summer,20.915022
fenfen,2020,spring,24.052201999999998
fenfen,2020,summer,16.341145
feng (chen guo-feng),2022,spring,20.803701
feng (gan qi-feng),2016,summer,22.917832999999998
feng (wang xiao-feng),2016,spring,18.199167000000003
feng (wang xiao-feng),2018,summer,17.266869
feng (wen ming-feng),2018,spring,13.099478999999999
feng (wen ming-feng),2019,spring,14.513945999999999
fengxian,2018,spring,22.07545
fengxian,2019,spring,22.559542
fengyan,2018,summer,22.696535
fengyan,2019,spring,16.308352
fengyan,2021,spring,13.954010999999998
fenix,2015,spring,19.683588
fenix,2016,spring,20.39123
fenix,2016,summer,17.552664
fenix,2017,spring,17.796978
fenix,2018,spring,20.494625
fenix,2018,summer,25.195776000000002
fenix,2019,spring,18.495409
fenix,2019,summer,17.009435999999997
fenix,2020,spring,16.272795000000002
fenix,2020,summer,21.262747
fenz1,2021,summer,22.190123
fenz1,2023,spring,26.135767
ferret,2019,summer,20.530307999999998
ferret,2020,spring,17.69977
ferret,2021,spring,17.846756
ferret,2022,summer,19.463966
ferret,2023,spring,16.567465
fgg,2023,spring,19.037895000000002
fiko (filip jovanović),2021,summer,22.240427
fill,2017,spring,21.563654
fill,2017,summer,19.443203
fill,2018,spring,22.221945
fill,2018,summer,19.91035
fill,2019,spring,17.403341
fill,2019,summer,19.72905
fill,2020,spring,16.601105
filou,2022,spring,16.66793
findus,2020,summer,21.570255
finn,2018,summer,18.121315
finn,2019,spring,22.305532
finn,2019,summer,15.074707
finn,2020,spring,18.401539
finn,2020,summer,18.294209
finn,2021,spring,15.504756
finn,2021,summer,17.726671
finn,2022,spring,20.268017
finn,2022,summer,20.953413
finn,2023,spring,20.247612
fintinhas,2023,spring,39.650616
fireloli,2016,spring,18.696365
fireloli,2016,summer,18.56896
fireloli,2017,spring,23.538757
fireloli,2017,summer,20.258226
fireloli,2018,spring,15.772602
firerain,2016,summer,25.49077
firerain,2017,spring,21.667103
firerain,2017,summer,22.944124
firerain,2018,summer,21.567905
firerain,2019,spring,22.629425
firerain,2020,summer,21.210892
fishball,2016,spring,19.260233
fishball,2017,spring,16.167720000000003
fishball,2017,summer,19.76209
fishball,2018,spring,14.5339365
fishball,2018,summer,22.201857
fishball,2019,spring,18.739466
fishball,2019,summer,19.620779000000002
fisher (lee jeong-tae),2023,spring,19.603785000000002
fishhunter,2019,spring,14.694962
fixer,2015,summer,23.097082
fizzi,2021,spring,25.98412
fjoompbun,2016,summer,21.27925
fjoompbun,2017,spring,20.992765
fjoompbun,2018,spring,19.904825
fjoompbun,2019,spring,19.756227
fjoompbun,2022,summer,22.64264
flakked,2019,spring,23.61937
flakked,2019,summer,18.959889999999998
flakked,2020,spring,27.615423
flakked,2020,summer,19.729788
flakked,2021,spring,20.637156
flakked,2021,summer,21.587166
flakked,2022,spring,27.107290000000003
flakked,2022,summer,21.972013
flakked,2023,spring,18.064022
flame,2015,summer,18.181065
flame,2016,spring,21.257517
flame,2016,summer,14.512834
flame,2017,spring,23.867722
flame,2018,spring,19.463112
flame,2018,summer,19.968054000000002
flame,2019,spring,23.682306
flame,2020,spring,22.666242999999998
flandre,2015,summer,26.912094
flandre,2016,spring,14.730751999999999
flandre,2017,spring,21.525907999999998
flandre,2017,summer,18.555376000000003
flandre,2018,spring,15.680807999999999
flandre,2018,summer,17.497816
flandre,2019,spring,22.932953
flandre,2019,summer,15.411301000000002
flandre,2020,spring,15.221866
flandre,2020,summer,17.6256
flandre,2021,spring,17.145182000000002
flandre,2021,summer,17.549847
flandre,2022,spring,21.47641
flare (park sang-gyu),2020,summer,15.811865
flaresz,2015,spring,13.969315
flaresz,2015,summer,16.525467000000003
flawed,2020,spring,18.521875
flawed,2020,summer,19.928726
flawed,2022,spring,20.300257000000002
flawless (andrija ratković),2021,spring,26.287176000000002
flawless (andrija ratković),2021,summer,19.499010000000002
flawless,2016,spring,17.991566
flawless,2017,spring,21.88286
flawless,2017,summer,18.03752
flawless,2018,spring,20.48033
flawless,2018,summer,20.913045999999998
flawless,2019,spring,24.809845000000003
flawless,2019,summer,20.005352
flawless,2020,spring,17.758463
flawless,2020,summer,19.559117999999998
flawless,2021,spring,19.475154999999997
flawless,2021,summer,19.128706
flawless,2022,spring,21.065145
flawless,2022,summer,23.661773999999998
fleck,2021,summer,17.699276
fled,2023,spring,26.968028999999998
fleshy,2022,summer,19.285583
fleshy,2023,spring,25.224276
flora,2020,summer,18.983545
flora,2021,spring,24.218270999999998
fly (kim sang-chul),2020,spring,19.75599
fly (song yong-jun),2016,spring,17.431364000000002
fly (song yong-jun),2017,spring,19.317377
fly (song yong-jun),2018,spring,21.340925
fly (song yong-jun),2018,summer,23.345581
fly (song yong-jun),2019,spring,21.040487
fly (song yong-jun),2019,summer,20.480394
fly (song yong-jun),2020,spring,21.462091
fly (song yong-jun),2020,summer,20.192976
fly (song yong-jun),2021,spring,20.54326
fly (song yong-jun),2021,summer,21.535408
flying,2021,summer,17.380508
flyy,2018,summer,26.457119
focus,2021,summer,15.755085000000001
focus,2022,summer,19.09675
fogzy,2023,spring,23.89834
fokkus,2020,summer,22.330938
fomko,2016,summer,18.01093
force (han sang-woo),2017,spring,20.827084
force (han sang-woo),2017,summer,19.089449
forg1ven,2015,summer,22.931772
forg1ven,2016,spring,21.953878
forg1ven,2016,summer,30.82317
forg1ven,2020,spring,37.443740000000005
forge,2019,spring,18.173460000000002
forge,2019,summer,20.384903
forge,2020,spring,18.887133
forge,2020,summer,27.772715
forge,2021,spring,22.23089
forge,2021,summer,22.633617
forge,2022,spring,20.89803
forge,2022,summer,22.899193
forge,2023,spring,25.511929000000002
forse (xie kuai),2020,spring,19.419224
forse (xie kuai),2020,summer,19.079807000000002
forse (xie kuai),2021,spring,18.100243
forse (xie kuai),2021,summer,20.493343
foru,2012,summer,25.851028
four,2019,spring,27.123583
four,2019,summer,29.779264
fourex,2022,summer,16.763262
foxie,2022,spring,26.011293
foy,2017,summer,17.043293
fragas,2019,spring,20.067017
fragas,2019,summer,24.572483
fragas,2020,spring,34.238197
fraid,2019,spring,20.898508
fraid,2019,summer,19.847023
fraid,2020,summer,19.730314
frappii,2021,spring,24.034653
frappii,2022,spring,18.208624
fredy122,2015,spring,19.56608
fredy122,2015,summer,25.014359
fredy122,2016,spring,17.198917
fredy122,2019,summer,21.78546
fredy122,2020,summer,23.88189
fredy122,2021,spring,23.589838
fredy122,2021,summer,26.686192
fredy122,2022,spring,26.158838
fredy122,2023,spring,36.581352
fredzlew,2022,spring,20.198921
freeze,2013,summer,31.289902
freeze,2015,spring,22.660788
freeze,2016,spring,19.264362
freeze,2016,summer,20.980733999999998
freeze,2017,spring,21.94903
freeze,2017,summer,22.859495000000003
freeze,2018,summer,26.307828999999998
freeze,2019,summer,22.003016
freeze,2020,spring,25.355892
frenzy,2021,summer,22.182385999999997
fresskowy,2020,spring,19.590815
fresskowy,2021,spring,21.810448
fresskowy,2021,summer,17.23816
fresskowy,2022,spring,19.416092000000003
fresskowy,2022,summer,20.229548
fresskowy,2023,spring,20.329376
frigid,2022,spring,30.442759999999996
frle,2021,spring,23.619204
froggen,2015,spring,18.54634
froggen,2015,summer,17.065868
froggen,2016,spring,19.114252
froggen,2016,summer,17.076838000000002
froggen,2017,spring,20.825684
froggen,2019,spring,19.042423
froggen,2019,summer,16.267854999999997
froggen,2020,spring,20.258623
froggen,2020,summer,19.31777
frost (mátyus mátyás),2022,summer,22.231339000000002
frostsize,2022,summer,25.069886999999998
frozen (kim tae-il),2015,summer,19.276934
frozen (kim tae-il),2016,spring,20.709324
frozen (kim tae-il),2016,summer,14.186813
frozen (kim tae-il),2017,spring,20.745928
frozen (kim tae-il),2018,summer,20.916773000000003
frozen (kim tae-il),2019,spring,22.765556
frozen (kim tae-il),2019,summer,19.893639999999998
frozen (tiago tavares),2019,summer,16.109049
frozen2,2020,summer,16.493921
frozen2,2022,summer,21.348879999999998
frygo,2023,spring,24.618033999999998
fudge,2019,summer,18.31709
fudge,2020,spring,13.949696
fudge,2020,summer,18.86814
fudge,2021,spring,15.809276
fudge,2021,summer,18.368565
fudge,2022,spring,15.090773
fudge,2022,summer,14.903275
fudge,2023,spring,23.2939
fulis,2022,summer,20.010344
fun k3y,2019,summer,18.726923
fun k3y,2021,spring,19.132687
fun k3y,2022,spring,18.916187
fun k3y,2023,spring,19.237217
funny,2015,summer,25.309631
furuy,2018,spring,20.537554
furuy,2019,summer,21.147497
furuy,2020,spring,18.459529999999997
furuy,2020,summer,23.839487
furuy,2022,spring,15.298553
fury (lee jin-yong),2016,spring,24.03245
fury (lee jin-yong),2017,spring,23.78065
fury (lee jin-yong),2017,summer,25.69792
fury (lee jin-yong),2018,spring,25.243576
fury (lee jin-yong),2018,summer,28.930054
fury (lee jin-yong),2019,spring,23.405082999999998
fury (lee jin-yong),2020,spring,23.444457999999997
fuyao,2019,summer,23.256971
fuyao,2020,spring,18.673517
fuyao,2020,summer,26.905676
fuyao,2021,spring,22.487741
fy,2020,spring,26.011305
fy,2020,summer,23.447947
fy,2021,spring,26.679746999999995
fy,2021,summer,25.649231
fy,2022,spring,25.196262
fy,2023,spring,23.838255
fzy,2018,summer,18.964827
fzz,2021,spring,18.709867000000003
fzz,2021,summer,18.730412
fzzf,2014,summer,22.042442
g1ft,2018,spring,19.747147000000002
gabbo,2020,summer,15.381557
gabbo,2022,summer,21.392092
gabbo,2023,spring,20.088718
gaca g,2021,summer,20.845724
gadget,2018,spring,18.986616
gadget,2018,summer,16.87094
gadget,2019,spring,20.604656
gadget,2019,summer,18.228601
gadget,2020,summer,16.05357
gadget,2021,summer,22.618260999999997
gadget,2022,spring,23.286715
gadget,2023,spring,21.777103
gaëthan,2022,summer,21.337139999999998
gaeng,2016,summer,27.405653000000004
gaeng,2018,spring,27.76943
gaeng,2019,spring,24.346691
gaeng,2019,summer,25.334044
gaeng,2020,spring,20.194633
gaeng,2021,spring,22.860435
gagai,2018,summer,21.888641
gala,2018,spring,15.717061
gala,2018,summer,15.498804999999999
gala,2019,spring,22.561651
gala,2019,summer,17.670820000000003
gala,2020,spring,17.31847
gala,2020,summer,21.284304000000002
gala,2021,spring,18.070978
gala,2021,summer,18.722172
gala,2022,spring,18.485321
gala,2023,spring,15.746718
galb,2016,spring,21.111723
